Provider Name,City,State,Claims Paid By Treatment,Claims Paid By Testing
ADVENTIST HEALTHCARE F,FT WASHINGTON,MD,"$46,978 ","$1,359 "
ANACOSTIA MEDICAL ASSO,FT WASHINGTON,MD,"$3,016 ",$0 
CCI HEALTH AND WELLNES,GAITHERSBURG,MD,"$3,204 ","$1,535 "
MEDSTAR MEDICAL GROUP,GAITHERSBURG,MD,$86 ,$0 
MONTGOMERY COUNTY FIRE,GAITHERSBURG,MD,"$104,707 ",$0 
PRIVIA MEDICAL GROUP,GAITHERSBURG,MD,$116 ,$0 
PRIVIA MEDICAL GROUP,GAITHERSBURG,MD,"$1,010 ",$0 
PRIVIA MEDICAL GROUP,GAITHERSBURG,MD,"$5,913 ",$0 
PROFESSIONAL SERVICES,GAITHERSBURG,MD,$305 ,$0 
UM COMMUNITY MEDICAL G,GALENA,MD,$0 ,$45 
CENTENNIAL MEDICAL GRO,GAMBRILLS,MD,$0 ,$100 
DRS ERGENT CARE,GAMBRILLS,MD,$50 ,"$3,842 "
DRS ERGENT CARE,GAMBRILLS,MD,"$2,097 ","$82,566 "
FIRST CALL MEDICAL CEN,GAMBRILLS,MD,"$3,870 ","$122,640 "
MEDSTAR MEDICAL GROUP,GAMBRILLS,MD,$125 ,$0 
ALEXANDRIA SPRINGFIELD,GERMANTOWN,MD,"$3,089 ","$4,589 "
ALEXANDRIA SPRINGFIELD,GERMANTOWN,MD,"$8,435 ","$16,251 "
CCI HEALTH AND WELLNES,GERMANTOWN,MD,$600 ,$386 
EMERGENCY MEDICINE ASS,GERMANTOWN,MD,"$47,196 ","$20,065 "
HOLY CROSS HEALTH INC,GERMANTOWN,MD,"$1,062,887 ","$36,352 "
HOLY CROSS HEALTH INC,GERMANTOWN,MD,"$203,201 ","$9,047 "
MEDICAL ACCESS PC,GERMANTOWN,MD,$538 ,$553 
MEDICAL ACCESS PC,GERMANTOWN,MD,"$1,289 ","$8,628 "
PROFESSIONAL SERVICES,GERMANTOWN,MD,"$1,542 ",$0 
BALTIMORE WASHINGTON E,GLEN BURNIE,MD,"$8,935 ","$53,521 "
BALTIMORE WASHINGTON M,GLEN BURNIE,MD,"$25,904 ","$39,213 "
JOHNS HOPKINS COMMUNIT,GLEN BURNIE,MD,"$1,137 ",$85 
MARYLAND PRIMARY CARE,GLEN BURNIE,MD,$307 ,$105 
MARYLAND PRIMARY CARE,GLEN BURNIE,MD,$255 ,$720 
MEDSTAR MEDICAL GROUP,GLEN BURNIE,MD,"$9,414 ",$19 
MEDSTAR MEDICAL GROUP,GLEN BURNIE,MD,"$14,352 ",$10 
PULMONARY AND CRITICAL,GLEN BURNIE,MD,"$5,048 ",$0 
UM COMMUNITY MEDICAL G,GLEN BURNIE,MD,"$3,889 ",$288 
CCI HEALTH AND WELLNES,GREENBELT,MD,"$1,068 ",$883 
INTEGRATED CELLULAR AN,GREENBELT,MD,$300 ,"$206,500 "
PM PEDIATRICS OF MARYL,GREENBELT,MD,$290 ,"$5,577 "
ANACOSTIA MEDICAL ASSO,HAGERSTOWN,MD,"$17,289 ",$0 
JOHNS HOPKINS COMMUNIT,HAGERSTOWN,MD,$98 ,$0 
MERITUS MEDICAL CENTER,HAGERSTOWN,MD,"$177,911 ",$0 
WAR MEMORIAL HOSPITAL,HANCOCK,MD,$0 ,$66 
MARYLAND PRIMARY CARE,HANOVER,MD,$0 ,$218 
HARFORD MEMORIAL HOSPI,HAVRE DE GRACE,MD,"$8,018 ","$13,461 "
PULMONARY AND CRITICAL,HAVRE DE GRACE,MD,"$7,745 ",$0 
ANACOSTIA MEDICAL ASSO,LA PLATA,MD,"$8,525 ",$0 
CIVISTA MEDICAL CENTER,LA PLATA,MD,"$29,573 ","$38,144 "
EMERGENCY MEDICINE ASS,LA PLATA,MD,"$7,619 ","$5,055 "
UM COMMUNITY MEDICAL G,LA PLATA,MD,$364 ,$51 
PATIENT FIRST,LANDOVER HILLS,MD,$50 ,$426 
ANNE ARUNDEL PHYSICIAN,LANHAM,MD,$240 ,$0 
CAPITAL ORTHOPAEDIC SP,LANHAM,MD,"$1,041 ",$0 
DIAGNOSTIC IMAGING ASS,LANHAM,MD,"$12,295 ","$1,708 "
DOCTORS COMMUNITY HOSP,LANHAM,MD,"$787,601 ","$132,578 "
DOCTORS COMMUNITY PRAC,LANHAM,MD,$44 ,$0 
EMERGENCY MEDICINE ASS,LANHAM,MD,"$1,828 ","$7,503 "
METROPOLITAN MEDICAL S,LANHAM,MD,$754 ,$75 
QUALINOVA CARE LLC,LANHAM,MD,"$1,096 ",$0 
EMERGENCY MEDICINE ASS,LANHAM SEABROOK,MD,"$3,711 ","$4,796 "
ANACOSTIA MEDICAL ASSO,LAUREL,MD,"$13,931 ",$0 
CAIR RESPIRATORY SERVI,LAUREL,MD,"$3,274 ",$0 
CAPITAL DIAGNOSTICS,LAUREL,MD,$500 ,"$60,200 "
CAPITAL DIAGNOSTICS,LAUREL,MD,$0 ,"$10,200 "
CENTENNIAL MEDICAL GRO,LAUREL,MD,"$2,619 ","$8,564 "
DIMENSIONS HEALTHCARE,LAUREL,MD,"$492,717 ","$44,393 "
DIMENSIONS HEALTHCARE,LAUREL,MD,"$440,079 ",$977 
DOCTORS COMMUNITY PRAC,LAUREL,MD,$98 ,$0 
FIRST CALL MEDICAL CEN,LAUREL,MD,"$86,897 ","$759,573 "
HESYRA MEDICAL ASSOCIA,LAUREL,MD,"$5,934 ",$0 
MARYLAND EMERGENCY MED,LAUREL,MD,"$37,160 ","$26,773 "
MULAI YOHANNES MDPC,LAUREL,MD,"$13,211 ",$0 
MULAI YOHANNES MDPC,LAUREL,MD,"$5,953 ",$0 
PATIENT FIRST,LAUREL,MD,$0 ,"$2,229 "
PATIENT FIRST,LAUREL,MD,$54 ,"$4,879 "
PRIVIA MEDICAL GROUP,LAUREL,MD,$0 ,$126 
PROFESSIONAL SERVICES,LAUREL,MD,$89 ,$0 
CARDIOLOGY ASSOCIATES,LEONARDTOWN,MD,$124 ,$0 
CARDIOLOGY ASSOCIATES,LEONARDTOWN,MD,$232 ,$0 
MEDSTAR GEORGETOWN MED,LEONARDTOWN,MD,$885 ,$0 
MEDSTAR ST MARYS HOSPI,LEONARDTOWN,MD,"$200,285 ","$19,396 "
JOHNS HOPKINS UNIVERSI,LUTHERVILLE,MD,"$10,028 ",$0 
MARYLAND KIDNEY GROUP,LUTHERVILLE,MD,$224 ,$0 
MARYLAND KIDNEY GROUP,LUTHERVILLE,MD,$618 ,$0 
PATIENT FIRST,LUTHERVILLE,MD,$0 ,"$1,069 "
PATIENT FIRST,LUTHERVILLE,MD,$0 ,"$4,217 "
FEIRTAG AND RAMOS PA,LUTHERVILLE TIMONIUM,MD,$0 ,$82 
FEIRTAG AND RAMOS PA,LUTHERVILLE TIMONIUM,MD,$0 ,$82 
JOHNS HOPKINS UNIVERSI,LUTHERVILLE TIMONIUM,MD,"$10,654 ",$563 
ST PAUL PLACE SPECIALI,LUTHERVILLE TIMONIUM,MD,$0 ,$28 
UM COMMUNITY MEDICAL G,MILLERSVILLE,MD,$0 ,$163 
JOHNS HOPKINS COMMUNIT,NOTTINGHAM,MD,$661 ,$0 
PATIENT FIRST,NOTTINGHAM,MD,$0 ,"$1,906 "
PATIENT FIRST,NOTTINGHAM,MD,$100 ,"$10,387 "
ST PAUL PLACE SPECIALI,NOTTINGHAM,MD,$891 ,$0 
GARRETT COUNTY MEMORIA,OAKLAND,MD,$289 ,"$5,840 "
PROFESSIONAL EMERGENCY,OAKLAND,MD,$45 ,$859 
ACUTE INJURY AND ILLNE,OCEAN CITY,MD,$226 ,"$34,320 "
JOHNS HOPKINS COMMUNIT,ODENTON,MD,$55 ,$0 
PATIENT FIRST,ODENTON,MD,$0 ,$988 
PATIENT FIRST,ODENTON,MD,$100 ,"$5,017 "
CARDIOLOGY ASSOCIATES,OLNEY,MD,$181 ,$19 
CARDIOLOGY ASSOCIATES,OLNEY,MD,$76 ,$10 
EMERGENCY MEDICINE ASS,OLNEY,MD,"$2,504 ",$787 
MEDSTAR GEORGETOWN MED,OLNEY,MD,"$33,034 ",$0 
MEDSTAR HARBOR HOSPITA,OLNEY,MD,"$2,831 ",$0 
MEDSTAR MEDICAL GROUP,OLNEY,MD,$161 ,$107 
MEDSTAR MONTGOMERY MED,OLNEY,MD,"$834,956 ","$30,237 "
PRIVIA MEDICAL GROUP,OLNEY,MD,$0 ,$116 
RIGHTTIME MEDICAL CARE,OLNEY,MD,"$4,781 ",$250 
WHC PHYSICIAN GROUP LL,OLNEY,MD,$0 ,$428 
GREATER BALTIMORE MEDI,OWINGS MILLS,MD,$82 ,$0 
PATIENT FIRST,OWINGS MILLS,MD,$0 ,"$7,055 "
PATIENT FIRST,OWINGS MILLS,MD,$0 ,"$1,100 "
MEDSTAR MEDICAL GROUP,PARKVILLE,MD,$118 ,$50 
PATIENT FIRST,PASADENA,MD,$53 ,"$1,521 "
PATIENT FIRST,PASADENA,MD,$0 ,$212 
UNION HOSPITAL OF CECI,PERRYVILLE,MD,$0 ,$260 
ALEXANDRIA IMMEDIATE C,PIKESVILLE,MD,$0 ,$131 
METRO INFECTIOUS DISEA,POTOMAC,MD,"$7,959 ",$0 
PRIVIA MEDICAL GROUP,POTOMAC,MD,$174 ,$0 
WASHINGTON NEPHROLOGY,POTOMAC,MD,$671 ,$0 
WASHINGTON NEPHROLOGY,POTOMAC,MD,"$1,653 ",$0 
CALVERT MEMORIAL HOSPI,PRINCE FREDERICK,MD,"$166,532 ","$50,025 "
EMERGENCY MEDICINE ASS,PRINCE FREDERICK,MD,"$19,907 ","$22,407 "
MARYLAND IMAGINE NETWO,PRINCE FREDERICK,MD,$0 ,$19 
EASTERN SHORE EMERGENC,QUEENSTOWN,MD,$181 ,$542 
MARYLAND PRIMARY CARE,QUEENSTOWN,MD,$0 ,$237 
MARYLAND PRIMARY CARE,QUEENSTOWN,MD,$0 ,$23 
MEP HEALTH LLC,RANDALLSTOWN,MD,$0 ,$520 
MEP HEALTH LLC,RANDALLSTOWN,MD,$632 ,"$2,142 "
DOCTORS COMMUNITY PRAC,RIVERDALE,MD,$89 ,$0 
INFECTIOUS DISEASE CAR,RIVERDALE,MD,"$81,352 ",$0 
ADVENTIST HEALTHCARE,ROCKVILLE,MD,"$75,514 ","$4,339 "
ADVENTIST HEALTHCARE,ROCKVILLE,MD,"$176,738 ",$0 
CAPITAL CARDIOVASCULAR,ROCKVILLE,MD,"$2,191 ",$0 
CIRRUS DX INC,ROCKVILLE,MD,$51 ,"$54,555 "
CIRRUS DX INC,ROCKVILLE,MD,$500 ,"$189,242 "
HOSPITALIST MEDICINE P,ROCKVILLE,MD,"$16,339 ",$0 
JAMES XU,ROCKVILLE,MD,"$2,290 ",$0 
JAMES XU,ROCKVILLE,MD,"$1,216 ",$0 
JOHNS HOPKINS COMMUNIT,ROCKVILLE,MD,$57 ,$0 
JOHNS HOPKINS COMMUNIT,ROCKVILLE,MD,$82 ,$0 
MEP HEALTH LLC,ROCKVILLE,MD,"$178,522 ","$171,808 "
MEP HEALTH LLC,ROCKVILLE,MD,"$53,700 ","$37,013 "
MEP OBSERVATION SERVIC,ROCKVILLE,MD,"$4,168 ",$0 
METRO INFECTIOUS DISEA,ROCKVILLE,MD,"$1,910 ",$0 
MINUTE CLINIC MD,ROCKVILLE,MD,"$1,396 ","$438,105 "
MINUTE CLINIC MD,ROCKVILLE,MD,$588 ,"$184,071 "
PATIENT FIRST,ROCKVILLE,MD,$377 ,"$5,209 "
PATIENT FIRST,ROCKVILLE,MD,$0 ,$645 
PRIVIA MEDICAL GROUP,ROCKVILLE,MD,$0 ,$57 
PRIVIA MEDICAL GROUP,ROCKVILLE,MD,$146 ,$0 
PRIVIA MEDICAL GROUP,ROCKVILLE,MD,$0 ,$189 
PRIVIA MEDICAL GROUP,ROCKVILLE,MD,$0 ,$485 
PRIVIA MEDICAL GROUP,ROCKVILLE,MD,$0 ,$666 
PSOMAGEN INC,ROCKVILLE,MD,$0 ,$308 
TOTAL ACCESS MEDICAL S,ROCKVILLE,MD,$185 ,"$7,077 "
TRANSITIONCARE LLC,ROCKVILLE,MD,"$1,362 ",$0 
WASHINGTON HOSPITAL CE,ROCKVILLE,MD,$188 ,$0 
WHC PHYSICIAN GROUP LL,ROCKVILLE,MD,$129 ,$375 
MEDSTAR FRANKLIN SQUAR,ROSEDALE,MD,"$4,018 ",$139 
MEDSTAR FRANKLIN SQUAR,ROSEDALE,MD,"$382,513 ","$75,161 "
PROCARE AMBULANCE OF M,ROSEDALE,MD,"$44,253 ",$0 
PULMONARY AND CRITICAL,ROSEDALE,MD,"$36,024 ",$0 
WHC PHYSICIAN GROUP LL,ROSEDALE,MD,$0 ,$100 
DELMARVA RADIOLOGY PA,SALISBURY,MD,$19 ,$10 
EMERGENCY SERVICE  ASS,SALISBURY,MD,"$3,242 ","$21,407 "
LINCARE BILLING DEPT,SALISBURY,MD,$124 ,$0 
PENINSULA REGIONAL MED,SALISBURY,MD,"$276,979 ","$9,150 "
PENINSULA REGIONAL MED,SALISBURY,MD,$35 ,$35 
ADVENTIST HEALTHCARE,SILVER SPRING,MD,"$228,155 ",$982 
ADVENTIST HEALTHCARE,SILVER SPRING,MD,"$24,194 ",$0 
CARE FOR YOUR HEALTH I,SILVER SPRING,MD,"$3,290 ",$0 
CCI HEALTH AND WELLNES,SILVER SPRING,MD,"$1,611 ","$1,565 "
FRANCISCO MATHEUS MD P,SILVER SPRING,MD,"$3,681 ","$6,836 "
HOLY CROSS HEALTH INC,SILVER SPRING,MD,"$3,306,490 ","$135,275 "
HOLY CROSS HEALTH INC,SILVER SPRING,MD,"$2,099,289 ","$23,778 "
MARYS CENTER FOR MATER,SILVER SPRING,MD,"$4,057 ","$5,340 "
MAXIMED ASSOCIATES,SILVER SPRING,MD,"$13,311 ",$0 
MAXIMED ASSOCIATES,SILVER SPRING,MD,"$47,854 ",$0 
MEDSTAR MEDICAL GROUP,SILVER SPRING,MD,$213 ,$0 
MEDSTAR MEDICAL GROUP,SILVER SPRING,MD,$213 ,$0 
OAKVIEW SNF LLC,SILVER SPRING,MD,"$9,613 ",$0 
PATIENT FIRST,SILVER SPRING,MD,$0 ,$332 
PATIENT FIRST,SILVER SPRING,MD,$0 ,"$2,688 "
PRIVIA MEDICAL GROUP,SILVER SPRING,MD,"$1,008 ",$281 
PRIVIA MEDICAL GROUP,SILVER SPRING,MD,$741 ,$59 
PRIVIA MEDICAL GROUP,SILVER SPRING,MD,$173 ,$0 
PRIVIA MEDICAL GROUP,SILVER SPRING,MD,"$1,558 ",$54 
PRIVIA MEDICAL GROUP,SILVER SPRING,MD,"$4,602 ","$1,094 "
PRIVIA MEDICAL GROUP,SILVER SPRING,MD,$239 ,$0 
PROFESSIONAL SERVICES,SILVER SPRING,MD,"$4,547 ",$0 
PROFESSIONAL SERVICES,SILVER SPRING,MD,"$2,482 ",$0 
USACS INTEGRATED ACUTE,SILVER SPRING,MD,"$423,095 ",$0 
MEDSTAR MEDICAL GROUP,SUITLAND,MD,$0 ,$87 
DR WILBUR KUO,SYKESVILLE,MD,$0 ,$82 
CCI HEALTH AND WELLNES,TAKOMA PARK,MD,"$3,505 ","$2,093 "
EMERGENCY MEDICINE ASS,TAKOMA PARK,MD,"$12,382 ","$8,937 "
MEK MEDICAL STAFFING I,TAKOMA PARK,MD,"$5,649 ",$0 
WASHINGTON NEPHROLOGY,TAKOMA PARK,MD,"$7,320 ",$0 
WASHINGTON NEPHROLOGY,TAKOMA PARK,MD,"$1,529 ",$0 
BALTIMORE COUNTY PUBLI,TOWSON,MD,"$90,659 ",$0 
GPS PHYSICIAN GROUP PC,TOWSON,MD,$377 ,$0 
MEDSTAR GOOD SAMARITAN,TOWSON,MD,$27 ,$0 
PATIENT FIRST,TOWSON,MD,$0 ,$207 
PATIENT FIRST,TOWSON,MD,$0 ,$922 
PULMONARY AND CRITICAL,TOWSON,MD,"$121,601 ",$0 
UNIVERSITY OF MARYLAND,TOWSON,MD,"$152,348 ","$13,695 "
UNIVERSITY OF MARYLAND,TOWSON,MD,"$1,209 ",$100 
PRINCE GEORGES COUNTY,UPPER MARLBORO,MD,"$64,350 ",$0 
PRINCE GEORGES COUNTY,UPPER MARLBORO,MD,"$97,106 ",$0 
ASHEBIR WOLDEABEZGI MD,WALDORF,MD,"$3,777 ",$0 
PATIENT FIRST,WALDORF,MD,$0 ,$867 
PATIENT FIRST,WALDORF,MD,$193 ,"$6,710 "
PRIVIA MEDICAL GROUP,WALDORF,MD,$0 ,$23 
WASHINGTON METRO SLEEP,WALDORF,MD,"$3,744 ",$0 
CARROLL COUNTY ANESTHE,WESTMINSTER,MD,$159 ,$0 
EMERGENCY MEDICINE ASS,WESTMINSTER,MD,"$4,647 ","$1,293 "
MOHAMAD ALABRASH MD,WHITE MARSH,MD,$960 ,$0 
PRIVIA MEDICAL GROUP,WOODSBORO,MD,$78 ,$0 
CENTRAL MAINE MEDICAL,AUBURN,ME,$50 ,$0 
CENTRAL MAINE MEDICAL,AUBURN,ME,$339 ,$99 
ST MARYS REGIONAL MEDI,AUBURN,ME,$158 ,$0 
MAINEGENERAL MEDICAL C,AUGUSTA,ME,"$17,127 ",$808 
EASTERN MAINE MEDICAL,BANGOR,ME,$0 ,$691 
ST JOSEPH HOSPITAL,BANGOR,ME,$0 ,$43 
ST JOSEPH HOSPITAL,BANGOR,ME,$310 ,"$6,866 "
BONAVENTURE MEDICAL FO,BELFAST,ME,"$1,583 ",$0 
BRUNSWICK PHYSICIAN PA,BELFAST,ME,$290 ,"$1,247 "
CENTER FOR REMOTE MEDI,BELFAST,ME,$74 ,$145 
COMMUNITY HEALTH PROGR,BELFAST,ME,$0 ,$162 
MAINE MEDICAL CENTER,BELFAST,ME,$0 ,$415 
MAINE MEDICAL CENTER,BELFAST,ME,$0 ,$148 
MVES BOARDMAN LLC,BELFAST,ME,$0 ,$121 
PENOBSCOT COMMUNITY HE,BELFAST,ME,$0 ,$72 
PETER A CURRERI DO LLC,BELFAST,ME,"$9,775 ",$0 
PHOEBE PHYSICIAN GROUP,BELFAST,ME,$557 ,$27 
PROJECT ACCESS FOUNDAT,BELFAST,ME,$0 ,$379 
SAINT  PETERS UNIVERSI,BELFAST,ME,"$3,883 ",$0 
SAINT AGNES MEDICAL FO,BELFAST,ME,$320 ,$286 
MAINE MEDICAL CENTER,BIDDEFORD,ME,"$1,032 ","$17,750 "
MAINE MEDICAL CENTER,BIDDEFORD,ME,"$10,243 ",$592 
BLUE HILL MEMORIAL HOS,BLUE HILL,ME,$76 ,"$1,479 "
EASTERN MAINE MEDICAL,BREWER,ME,$0 ,"$2,962 "
EASTERN MAINE MEDICAL,BREWER,ME,$100 ,"$9,416 "
BRIDGTON HOSPITAL,BRIDGETON,ME,$0 ,"$5,670 "
BRIDGTON HOSPITAL,BRIDGETON,ME,$0 ,$371 
KATAHDIN VALLEY HEALTH,BROWNVILLE,ME,$0 ,$95 
BLUEWATER EMERGENCY PA,BRUNSWICK,ME,$227 ,"$20,307 "
CALAIS REGIONAL HOSPIT,CALAIS,ME,$0 ,$842 
MAINE MEDICAL CENTER,DAMARISCOTTA,ME,$9 ,$0 
MAINE MEDICAL CENTER,DAMARISCOTTA,ME,$0 ,$146 
SEBASTICOOK VALLEY HEA,DETROIT,ME,$0 ,"$3,424 "
EMERGENCY MEDICINE SER,ELLSWORTH,ME,$404 ,"$3,751 "
LINCARE BILLING DEPT,FALMOUTH,ME,"$1,358 ",$0 
MAINE MEDICAL PARTNERS,FALMOUTH,ME,$0 ,$305 
MAINE MEDICAL CENTER,FARMINGTON,ME,$362 ,"$2,084 "
MAINE MEDICAL CENTER,FARMINGTON,ME,$376 ,$567 
NORDX LABORATORY,GORHAM,ME,$0 ,$437 
NORDX LABORATORY,GORHAM,ME,$0 ,$433 
ST MARYS REGIONAL MEDI,GRAY,ME,$117 ,$300 
HOULTON REGIONAL HOSPI,HOULTON,ME,$0 ,$8 
KATAHDIN VALLEY HEALTH,HOULTON,ME,$0 ,"$3,858 "
CENTRAL MAINE MEDICAL,LEWISTON,ME,"$22,747 ","$14,453 "
CENTRAL MAINE MEDICAL,LEWISTON,ME,"$1,232 ","$11,797 "
COMMUNITY CLINICAL SER,LEWISTON,ME,$149 ,$50 
HEYWOOD MEDICAL GROUP,LEWISTON,ME,$0 ,$167 
HEYWOOD MEDICAL GROUP,LEWISTON,ME,$0 ,$123 
MERCY HOSPITAL,LEWISTON,ME,$0 ,$9 
MERCY HOSPITAL,LEWISTON,ME,$0 ,$9 
ST MARYS REGIONAL MEDI,LEWISTON,ME,"$13,840 ","$35,213 "
KATAHDIN VALLEY HEALTH,MILLINOCKET,ME,$0 ,$60 
MAINE MEDICAL CENTER,NORWAY,ME,$141 ,$71 
MAINE MEDICAL CENTER,NORWAY,ME,$184 ,"$1,825 "
AFFILIATED LABORATORY,PORTLAND,ME,$0 ,"$15,639 "
AFFILIATED LABORATORY,PORTLAND,ME,$0 ,"$7,588 "
CITY OF PORTLAND,PORTLAND,ME,$863 ,$0 
CITY OF PORTLAND,PORTLAND,ME,"$2,514 ",$0 
MAINE MEDICAL CENTER,PORTLAND,ME,$75 ,$0 
MAINE MEDICAL CENTER,PORTLAND,ME,$0 ,$183 
MAINE MEDICAL CENTER,PORTLAND,ME,"$46,260 ","$29,417 "
MAINE MEDICAL CENTER,PORTLAND,ME,"$48,886 ","$5,567 "
MAINE MEDICAL CENTER,PORTLAND,ME,$256 ,"$1,006 "
MAINE MEDICAL PARTNERS,PORTLAND,ME,$461 ,$0 
MERCY HOSPITAL,PORTLAND,ME,$653 ,"$9,585 "
MERCY HOSPITAL,PORTLAND,ME,$51 ,$0 
MERCY HOSPITAL,PORTLAND,ME,"$1,303 ","$21,986 "
UTAH VALLEY EMERGENCY,PORTLAND,ME,$0 ,$525 
THE AROOSTOOK MEDICAL,PRESQUE ISLE,ME,$0 ,$600 
THE AROOSTOOK MEDICAL,PRESQUE ISLE,ME,$100 ,"$2,763 "
MAINE MEDICAL CENTER,ROCKPORT,ME,$124 ,"$2,847 "
MAINE MEDICAL CENTER,ROCKPORT,ME,$0 ,$549 
RUMFORD HOSPITAL,RUMFORD,ME,$0 ,$746 
MAINE MEDICAL CENTER,SANFORD,ME,$0 ,$9 
MAINE MEDICAL PARTNERS,SCARBOROUGH,ME,$75 ,$184 
NORDX LABORATORY,SCARBOROUGH,ME,"$1,447 ","$348,134 "
NORDX LABORATORY,SCARBOROUGH,ME,"$1,196 ","$147,656 "
MINUTECLINIC DIAGNOSTI,SOUTH PORTLAND,ME,$0 ,"$33,899 "
MAINE MEDICAL CENTER,STOCKTON SPRINGS,ME,$0 ,$216 
ARKANSAS CHILDRENS HOS,WATERBORO,ME,$0 ,$63 
DELTA AMBULANCE,WATERVILLE,ME,"$1,823 ",$0 
INLAND HOSPITAL,WATERVILLE,ME,$0 ,"$1,511 "
INLAND HOSPITAL,WATERVILLE,ME,$0 ,"$2,999 "
MAINE MEDICAL PARTNERS,WESTBROOK,ME,$155 ,$0 
MERCY HOSPITAL,WESTBROOK,ME,$0 ,$291 
MERCY HOSPITAL,WESTBROOK,ME,$44 ,$421 
MERCY HOSPITAL,WINDHAM,ME,$0 ,$165 
MERCY HOSPITAL,YARMOUTH,ME,$41 ,$0 
MERCY HOSPITAL,YARMOUTH,ME,$148 ,$0 
4M MONROE MEDICAL SERV,ADRIAN,MI,$0 ,$66 
BIXBY MEDICAL CENTER,ADRIAN,MI,"$7,023 ","$1,263 "
BIXBY MEDICAL CENTER,ADRIAN,MI,"$1,057 ","$9,579 "
PROMEDICA CENTRAL PHYS,ADRIAN,MI,$102 ,$0 
PROMEDICA CORPORATION,ADRIAN,MI,$104 ,$0 
EPMG SOUTHERN MICHIGAN,ALLEGAN,MI,"$1,946 ","$8,649 "
CONTEMPORARY GYNECOLOG,ALLEN PARK,MI,$73 ,$0 
HENRY FORD WYANDOTTE H,ALLEN PARK,MI,$49 ,$0 
HEALTH DEPT OF NORTHWE,ALPENA,MI,$0 ,"$4,400 "
ANESTHESIA ASSOCIATES,ANN ARBOR,MI,$92 ,$0 
EPMG WESTERN MICHIGAN,ANN ARBOR,MI,$868 ,"$6,583 "
EPMG WESTERN MICHIGAN,ANN ARBOR,MI,"$2,734 ","$30,171 "
HEALTHCARE SOLUTIONS A,ANN ARBOR,MI,$249 ,$0 
HURLEY MEDICAL CENTER,ANN ARBOR,MI,$44 ,$401 
HURLEY MEDICAL CENTER,ANN ARBOR,MI,$0 ,$280 
HURON VALLEY AMBULANCE,ANN ARBOR,MI,"$2,616 ",$0 
IHA HEALTH SERVICES CO,ANN ARBOR,MI,"$1,085 ",$0 
JACKSON COMMUNITY AMBU,ANN ARBOR,MI,$420 ,$0 
MICHIGAN MEDICINE,ANN ARBOR,MI,$0 ,$113 
MICHIGAN MEDICINE,ANN ARBOR,MI,$0 ,$18 
MICHIGAN MEDICINE,ANN ARBOR,MI,"$83,167 ","$43,424 "
MICHIGAN MEDICINE,ANN ARBOR,MI,"$241,160 ","$14,843 "
MONROE COMMUNITY AMBUL,ANN ARBOR,MI,$408 ,$0 
SOUND PHYSICIANS OF IL,ANN ARBOR,MI,"$19,288 ",$0 
THUNDER BAY COMMUNITY,ATLANTA,MI,$0 ,$37 
THUNDER BAY COMMUNITY,ATLANTA,MI,$0 ,$242 
MEMORIAL HEALTHCARE,AUBURN,MI,$159 ,$463 
MEMORIAL HEALTHCARE,AUBURN,MI,$0 ,$183 
GREAT LAKES BAY HEALTH,BAD AXE,MI,$0 ,$226 
BALDWIN FAMILY HEALTH,BALDWIN,MI,$0 ,"$3,018 "
BALDWIN FAMILY HEALTH,BALDWIN,MI,$0 ,$505 
INTERCARE COMMUNITY HE,BANGOR,MI,$124 ,$241 
BORGESS MEDICAL GROUP,BATTLE CREEK,MI,$0 ,$106 
BRONSON BATTLE CREEK H,BATTLE CREEK,MI,"$42,401 ","$10,015 "
BRONSON BATTLE CREEK H,BATTLE CREEK,MI,$0 ,$73 
BRONSON METHODIST HOSP,BATTLE CREEK,MI,$288 ,$0 
GRACE HEALTH,BATTLE CREEK,MI,"$2,720 ","$7,951 "
GRACE HEALTH,BATTLE CREEK,MI,$675 ,"$4,057 "
LIFECARE AMBULANCE SER,BATTLE CREEK,MI,"$1,368 ",$0 
SPINE DOCTORS OF MICHI,BATTLE CREEK,MI,$0 ,$300 
BAY REGIONAL MEDICAL C,BAY CITY,MI,$0 ,$423 
COVENANTHEALTHCARE,BAY CITY,MI,$0 ,$75 
DEGARA APP PLLC,BAY CITY,MI,$0 ,$618 
GREAT LAKES BAY HEALTH,BAY CITY,MI,$66 ,"$2,532 "
OAKWOOD AMBULATORY LLC,BELLEVILLE,MI,$0 ,$108 
INTERCARE COMMUNITY HE,BENTON HARBOR,MI,$0 ,$197 
HASSEN SALEH,BERKLEY,MI,"$34,193 ",$133 
PROVIDENCE HOSPITAL AN,BERKLEY,MI,$41 ,$0 
WILLIAM BEAUMONT HOSPI,BERKLEY,MI,"$1,187 ",$70 
MECOSTA COUNTY MEDICAL,BIG RAPIDS,MI,"$1,854 ","$38,308 "
SPECTRUM HEALTH MEDICA,BIG RAPIDS,MI,$250 ,$0 
NUCH OF MICHIGAN INC,BLOOMFIELD HILLS,MI,$0 ,"$1,355 "
NUCH OF MICHIGAN INC,BLOOMFIELD HILLS,MI,$0 ,"$3,352 "
BEAR RIVER HEALTH PRIM,BOYNE FALLS,MI,$0 ,"$15,801 "
COVENANTHEALTHCARE,BRIDGEPORT,MI,$0 ,$73 
GREAT LAKES BAY HEALTH,BRIDGEPORT,MI,$0 ,$88 
EPMG OF DOWNRIVER PLLC,BROWNSTOWN TWP,MI,$571 ,"$22,447 "
